REF_DATE,GEO,North American Industry Classification System (NAICS),UOM,VALUES
2007-06,Prince Edward Island,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],645.42
2007-06,Nova Scotia,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],700.49
2007-06,New Brunswick,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],711.28
2007-06,Quebec,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],736.61
2007-06,Ontario,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],824.87
2007-06,Manitoba,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],728.05
2007-06,Saskatchewan,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],750.59
2007-06,Alberta,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],873.63
2007-06,British Columbia,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],775.01
2007-06,Yukon,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],894.34
2007-06,Northwest Territories,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],1067.14
2007-06,Nunavut,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],1064.04
2007-07,Canada,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],791.98
2007-07,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],738.06
2007-07,Prince Edward Island,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],637.52
2007-07,Nova Scotia,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],691.92
2007-07,New Brunswick,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],701.92
2007-07,Quebec,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],737.76
2007-07,Ontario,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],824.73
2007-07,Manitoba,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],727.85
2007-07,Saskatchewan,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],749.59
2007-07,Alberta,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],880.64
2007-07,British Columbia,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],774.59
2007-07,Yukon,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],885.37
2007-07,Northwest Territories,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],1085.24
2007-07,Nunavut,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],1092.28
2007-08,Canada,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],789.50
2007-08,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],733.01
2007-08,Prince Edward Island,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],644.89
2007-08,Nova Scotia,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],698.00
2007-08,New Brunswick,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],706.89
2007-08,Quebec,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],737.90
2007-08,Ontario,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],821.26
2007-08,Manitoba,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],728.23
2007-08,Saskatchewan,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],747.18
2007-08,Alberta,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],872.89
2007-08,British Columbia,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],769.88
2007-08,Yukon,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],858.47
2007-08,Northwest Territories,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],1069.44
2007-08,Nunavut,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],1088.07
2007-09,Canada,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],790.84
2007-09,Newfoundland and Labrador,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],742.24
2007-09,Prince Edward Island,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],644.97
2007-09,Nova Scotia,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],690.76
2007-09,New Brunswick,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],705.45
2007-09,Quebec,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],739.49
2007-09,Ontario,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],821.33
2007-09,Manitoba,Average weekly earnings including overtime for all employees,Industrial aggregate excluding unclassified businesses [11-91N],727.11
